"...1";"...2";"...3"
-34,9967;-4,8146;338,9562
-19,9557;-10,9146;340
-28,9672;-5,7957;336,5822
-33,8231;-5,2919;338,5333
-29,0747;-6,1023;339,3309
-23,8329;-7,0607;344,8906
-25,2762;-7,4347;340,8269
-25,0579;-6,7364;345,6199
-25,1046;-7,1952;343,9938
-30,6663;-6,2139;340,9283
-27,1304;-6,494;338,5783
-28,2733;-7,1488;345,3287
-21,7507;-9,227;342,4749
-26,2649;-7,3281;343,8604
-22,6798;-7,9934;343,5771
-29,5309;-6,7394;342,8328
-28,6718;-6,0622;337,678
-21,6636;-8,8751;343,7773
-28,0477;-7,0364;342,7355
-31,2681;-5,8997;339,8711
-30,1541;-6,6261;342,8962
-27,2483;-7,3469;343,7028
-31,7664;-5,4358;338,0467
-30,6212;-5,5857;337,3478
-32,1974;-5,9905;341,3769
-25,5752;-7,2762;339,182
-20,5957;-9,9822;342,3455
-26,6071;-6,9436;340,3795
-32,4274;-5,6359;340,0344
-26,2753;-6,9668;345,4691
-21,8135;-9,3359;341,2978
-30,2984;-6,1347;340,1421
-22,9881;-8,5467;339,8519
-29,0313;-6,7609;344,1454
-24,0199;-7,9011;341,1426
-22,8029;-8,3684;342,3982
-30,8616;-6,3466;341,8691
-33,7363;-5,3399;339,6318
-20,1185;-10,8101;340,425
-22,0211;-9,0993;340,3273
-23,9089;-7,7217;342,4982
-22,6747;-7,7258;344,5211
-31,6588;-5,9415;340,7882
-28,9077;-6,7953;342,2005
-29,4396;-6,3299;340,6829
-28,5782;-6,6435;341,1111
-25,1888;-7,5943;342,4543
-28,4275;-7,06;343,8497
-20,8382;-10,3188;341,121
-20,9092;-10,4607;340,2284
-30,0057;-5,7031;337,6223
-30,7343;-5,815;338,8719
-23,9091;-7,5819;343,8361
-24,1412;-7,8478;339,5111
-26,3625;-7,2921;342,1658
-27,4549;-6,9573;341,6059
-32,3216;-5,4628;339,203
-29,8582;-6,4605;341,5645
-27,9945;-6,5014;339,7772
-29,4541;-5,8346;337,5364
-33,2606;-5,5709;340,536
-27,371;-7,2376;345,5771
-29,8286;-5,9603;339,1097
-12,4419;57,2124;340,7171
-4,7464;5,3815;339,2117
-32,4838;54,6975;334,9903
-1,7106;7,3896;339,7947
2,8522;16,7416;341,238
-5,3234;2,4294;339,7312
-13,0789;-7,5095;339,8618
-26,4319;-3,4319;335,4377
-11,0004;65,3509;342,6472
-8,0865;19,5646;337,8952
-18,7781;34,305;337,1191
-22,9192;57,2383;337,2197
-1,0317;9,7248;339,819
-38,8883;45,7199;335,2124
-13,8315;18,2263;336,8066
-17,2006;70,6121;340,3437
3,1651;33,5827;341,6662
-20,6053;7,8094;334,2062
-25,3176;51,8302;336,8283
-9,4042;4,7946;337,9565
-33,0056;38,5697;336,4934
-36,7215;-0,0693;338,0227
-35,6244;2,7615;337,0165
-17,1864;5,0018;335,0701
1,8705;26,156;341,1351
-27,0879;39,7896;336,6949
-11,0216;37,5206;338,0386
-29,3221;-4,416;335,8763
-19,0878;21,471;336,4247
-29,2209;60,1621;335,3946
-22,0549;-7,2738;338,7442
1,6195;6,518;341,4947
-11,191;69,2475;343,147
-19,7068;12,2302;334,565
-13,3266;67,0827;340,9716
-14,8147;50,3343;339,0446
-27,7289;46,7688;336,5064
-12,8026;1,1675;337,1708
-23,6694;-5,7612;338,0248
-0,2677;30,8866;340,5741
-28,7601;35,7162;336,4788
-14,4974;2,9218;336,1644
-8,9619;14,9798;337,4048
-6,681;8,0826;338,2177
-44,5312;38,2841;337,0252
-16,0371;-2,0962;337,4571
-15,519;9,1311;335,3866
