"...1";"...2";"...3"
-0,5222;5,6322;390,0011
21,074;5,0866;396,8148
8,7712;8,0738;390,4063
1,0309;5,9701;390,0027
7,0323;6,1215;392,3543
7,5115;4,2475;399,6496
10,6864;5,808;394,2845
6,1654;4,016;399,7257
7,9825;4,4538;397,7894
3,3398;4,9299;393,195
10,0008;6,9804;391,9003
3,9274;3,0524;397,6769
13,3145;4,574;397,1389
7,3426;4,1937;397,0225
10,2581;4,2591;398,1631
3,9897;4,2886;394,9963
8,6132;7,0693;391,0893
11,3992;4,0489;398,6788
6,1895;4,4718;395,2349
3,1051;5,4269;392,1678
2,7527;3,7072;395,1833
6,4814;4,0343;396,3402
3,5459;6,4084;390,492
5,3426;6,8103;390,4848
1,0225;3,8917;393,6985
11,5628;6,8285;392,5264
15,359;4,4969;397,76
9,5019;5,8965;393,5882
1,4145;4,9419;392,0303
5,6468;3,814;398,7708
14,633;5,2113;395,6406
4,5288;5,475;392,6163
14,1221;6,5872;393,681
3,5694;3,4156;396,3235
11,759;5,6505;394,9256
11,8905;4,5818;396,5912
2,5944;4,2798;394,0428
0,2506;4,9924;391,2124
19,2417;5,3345;396,4877
15,1244;6,11;394,3458
10,5139;4,6048;396,3251
8,7907;4,3898;399,5638
1,958;4,5944;392,9712
5,3271;4,6857;394,5497
5,6069;5,3216;393,2214
6,6096;5,2217;393,8261
9,4321;4,8159;395,9651
4,8645;3,7731;396,042
16,7093;5,0985;396,1657
17,3809;5,76;394,6106
6,2461;6,7625;390,8607
4,4997;6,0099;391,5663
9,0386;4,3639;398,0373
12,9657;6,8355;393,0479
8,526;4,9536;395,31
7,6638;5,1077;394,5179
2,1796;5,6794;391,173
4,3487;4,8834;393,8196
8,1685;6,0438;392,9411
7,4327;6,9776;390,8671
0,1038;4,1903;392,6816
4,8904;3,2881;398,1939
5,8862;6,0857;392,0079
4,4769;42,7551;390,6097
15,9012;14,3422;392,2787
-14,271;24,1257;389,7885
15,4018;15,9676;391,8747
12,7876;21,091;390,607
19,3335;13,9774;394,4699
19,9158;8,1321;395,1738
9,2479;9,2162;390,1455
1,9483;45,2184;390,5349
4,1986;16,5876;389,0894
-5,1876;20,9919;389,7906
-7,2606;29,3391;389,7439
13,7397;16,7727;391,002
-17,4276;20,2367;390,1034
1,6305;14,3408;389,4562
-4,3691;36,4363;389,7646
15,9148;33,9469;391,9669
5,3681;11,5077;389,5734
-8,3892;27,1981;389,6734
13,4481;12,9082;391,2146
-13,6193;19,7111;390,1352
-2,0162;6,9308;390,2599
-1,2118;8,455;390,3114
9,0613;11,6994;389,7252
12,5785;26,7249;390,6378
-9,9387;21,7959;389,7754
2,9624;28,4103;389,574
6,9482;7,9156;390,1195
-3,0823;13,7863;389,953
-12,9073;25,8724;389,6465
14,7239;7,9194;392,4138
18,6202;17,9008;393,5813
-0,499;42,2772;390,3038
2,7935;12,1416;389,4982
-1,5367;38,7266;389,9432
1,4382;35,2025;389,8379
-9,5996;24,8357;389,7919
14,1868;11,435;391,9008
12,7955;8,3984;391,7756
11,7449;29,441;390,599
-11,5268;19,1054;390,149
11,9185;11,7434;390,6983
6,2353;15,0838;389,0899
12,1783;14,3259;390,5069
-18,9151;17,1351;390,4285
14,7528;10,1545;392,3719
6,971;12,5063;389,4138
-6,0411;9,9576;390,8416
10,4873;12,7206;390,0383
10,8468;8,5172;390,8867
-7,354;24,9469;389,7059
-16,4833;15,8147;390,5342
-1,7244;17,8458;389,4873
0,904;32,1296;389,8495
17,358;19,4496;392,6481
4,2978;7,4586;389,9621
-9,6348;12,3538;390,6865
17,6992;8,5816;393,7921
-11,3194;28,516;389,5967
13,509;9,4168;391,9399
-16,1846;22,2228;389,8515
7,4105;10,8535;389,6528
-14,4053;15,4565;390,4898
-0,4549;28,3587;389,5985
-14,6455;14,693;390,4629
10,4926;10,8709;390,3022
-3,6302;35,0689;389,6221
4,951;46,5861;391,0037
-1,5302;11,9747;390,0575
-9,2115;13,056;390,4801
-11,9131;24,5824;389,9578
7,2998;25,66;389,5971
2,3698;24,8836;389,3202
14,5842;35,7941;391,81
-4,738;30,3791;389,7492
-7,615;11,3356;390,927
-10,9094;12,888;390,4181
1,9971;9,9533;389,7703
3,1339;18,812;389,1043
-4,4129;8,4976;390,6301
-5,0499;10,8294;390,7719
10,6241;35,6754;391,072
0,4286;9,2813;390,0236
-11,9507;14,2553;390,2844
8,2091;40,3474;390,9707
-17,8093;16,6358;390,4875
15,6739;8,8732;392,8406
7,53;43,2734;391,184
-11,1241;14,8151;390,3122
-10,6812;26,4362;389,7515
-1,5408;21,0697;389,3877
-5,3028;15,1511;390,0823
8,2015;46,8947;391,6168
-0,66;15,6413;389,5046
5,6074;10,0725;389,8851
11,8439;42,7496;392,1661
-7,4372;13,9389;390,414
-2,1135;31,3597;389,7512
-3,9785;11,0844;390,6704
10,2903;38,913;391,2503
-4,6797;12,6908;390,2573
4,415;13,3546;389,3208
-14,3554;17,61;390,3707
10,6698;45,2003;392,2339
11,3451;9,8263;390,8556
16,3229;10,3948;393,0221
18,448;9,7248;394,1622
8,8879;10,0894;389,8932
3,6287;9,24;389,8388
11,1186;32,4398;390,7733
3,6077;10,5753;389,7362
17,1192;30,1264;391,9699
-9,4134;15,4804;390,3595
-5,8899;27,8372;389,663
16,7245;24,3771;392
-7,5028;11,8677;390,7659
-12,3151;16,6538;390,3673
1,7648;38,3308;389,9822
-15,5039;20,1457;390,1102
1,424;41,0614;390,1894
19,6015;11,5181;394,8975
-3,003;9,7232;390,5767
16,0363;32,2932;391,6679
8,1322;20,0379;389,4236
19,2423;6,5115;394,8067
10,3065;15,8195;389,8036
1,2807;11,273;389,7414
17,4606;11,7572;393,4521
9,1369;17,7067;389,5097
8,6181;13,8896;389,5204
-15,8382;16,7807;390,5188
17,1191;27,0944;392,0412
-0,9753;36,9241;389,717
7,0946;28,7897;389,9576
15,6195;12,2662;392,437
12,6763;10,6017;391,3577
-4,1217;32,8603;389,5458
1,7056;8,0951;389,6856
7,8039;22,7973;389,5513
4,7537;36,1708;390,2186
-2,8125;11,4017;390,3939
4,8178;8,2619;390,0152
-4,6971;25,0026;389,5985
-6,623;11,8521;390,7459
17,3308;22,4487;392,4295
-9,3451;28,815;389,6336
13,8728;19,0999;390,9153
-5,7537;12,1471;390,5504
-11,9207;22,2307;389,824
-0,2459;10,6425;390,0277
-7,8073;21,4631;389,6546
-3,2187;28,228;389,6513
2,9117;21,7998;389,1558
-11,7671;14,5228;390,2913
4,7665;39,3537;390,3736
6,9503;9,3859;389,9935
-13,8108;16,004;390,4536
-9,6657;12,8572;390,5239
13,5539;40,6021;392,246
12,4728;23,6877;390,4779
7,066;35,4291;390,4615
3,4854;31,8988;389,9532
-8,6523;13,3047;390,4469
-1,3717;34,2334;389,6739
-1,5874;10,1829;390,3594
-1,5808;24,8341;389,4321
16,8883;7,4975;393,3968
-0,0542;12,9068;389,7899
6,962;32,0326;390,2807
-6,3251;31,7835;389,5718
-18,5173;18,5365;390,2483
14,295;38,1281;392,055
-14,0911;22,3756;389,9851
18,5008;15,57;393,6944
-16,4404;18,058;390,327
-6,1221;17,4744;390,0289
-12,5391;13,6973;390,2671
0,7108;6,7044;389,7156
-7,9622;31,9367;389,5069
-9,3301;18,1705;390,1167
-19,4047;13,0525;397,4255
-11,0057;16,9624;402,6885
17,4457;14,8372;395,9903
14,8281;5,8916;398,5325
-2,2291;2,8254;399,0053
11,461;20,8099;397,106
-1,4031;23,3909;400,0211
-2,5774;3,4937;396,413
12,7904;36,1184;394,1593
-0,2595;3,5485;395,693
-16,779;13,8542;393,3972
-7,8068;26,2592;398,9979
-4,0381;6,1057;402,4501
-11,2667;7,5408;403,4635
-1,0066;42,0939;391,1029
-5,8013;15,1065;401,6108
5,7468;3,6946;400,8941
12,8794;10,9992;398,0129
-1,0373;38,6117;393,3626
-13,2875;7,2522;401,1441
-14,612;18,4428;400,8586
-7,9439;6,1866;403,0465
-0,9999;7,5844;401,73
6,3322;40,0375;395,9033
-20,3872;15,7023;395,6156
-3,4243;36,4372;392,6385
-0,3124;17,0967;400,207
-10,9523;19,8483;402,4712
-10,6654;5,9864;403,5299
-8,8636;9,1965;402,7998
13,6859;7,3439;398,5534
-17,5386;11,4924;398,878
1,6381;44,7589;391,6778
18,2684;13,4451;395,9975
4,6985;18,5277;399,0234
10,167;4,764;399,6475
-4,4853;2,9621;400,0182
-2,1426;5,0121;391,6259
11,7698;28,7546;395,8402
12,5364;18,4609;397,1234
-17,4037;19,4892;395,1784
-13,0801;22,6348;396,2823
-5,8278;18,5477;401,4157
-20,2536;12,2561;402,5468
8,5472;30,5144;396,3865
-16,2747;19,6433;395,4409
7,3021;33,6412;396,4311
1,1367;34,5376;398,3777
-2,0775;9,2302;401,6434
-5,9801;29,9631;396,4398
-6,2389;7,9233;402,5514
-7,7725;29,7218;394,3626
-5,8408;35,51;390,7275
7,3314;9,3141;399,881
11,3893;43,8302;393,7097
3,4293;3,436;401,456
-0,2445;6,0095;401,8306
16,6797;4,7654;398,3437
-12,533;11,8169;392,8517
-16,0776;9,5306;400,9794
5,2142;46,5877;393,4919
-17,9643;20,5892;391,3565
5,3451;4,4393;401,0183
6,0083;36,2892;396,6183
-11,1583;13,5191;402,8607
-12,6595;25,6278;392,8049
8,5344;4,9897;400,1386
-0,5368;3,071;397,8083
19,0515;8,5362;396,8604
6,6042;13,8436;399,4134
1,8284;3,0587;397,0944
4,1203;3,0813;400,1308
3,8907;40,7313;396,1323
5,5728;15,9956;399,1923
17,523;19,6373;395,431
-8,3065;32,1997;390,9269
-15,4709;23,7787;391,1844
-3,4537;38,5247;390,846
12,5651;15,6502;397,4926
-11,7966;7,1571;399,655
7,6397;7,4577;400,0576
-11,825;22,528;398,5255
-14,5929;22,6284;394,0613
-10,3967;10,1713;392,9196
11,3786;4,326;399,4017
0,4702;14,4896;400,3685
-20,7571;12,6705;399,9094
15,1836;34,1947;393,7855
3,9284;25,0142;398,5449
-14,132;25,3911;390,8927
-4,1408;2,858;401,8963
-14,4992;7,3964;402,1935
-0,7684;3,2564;402,1746
-10,9975;21,9518;401,0717
-17,2155;9,5308;402,5918
-6,599;4,3761;403,0979
9,5054;46,1783;394,1128
2,4215;2,8924;400,6448
-10,4514;4,4919;400,9292
12,1039;12,9779;398,0068
-17,945;16,2829;399,1997
17,5931;26,0818;394,288
2,208;27,6733;398,7358
-10,2912;10,637;402,9282
-4,8429;12,6822;401,6194
-16,0512;13,5476;403,589
-11,9882;9,2906;396,687
6,5607;3,9516;400,6896
-20,5525;13,3435;399,6833
17,7566;16,9619;395,5937
-11,2317;28,5369;391,124
8,0113;5,9856;400,2229
-9,4822;26,2191;396,5828
-18,0295;10,9917;404,1657
-17,2687;15,628;401,1355
-11,1438;26,0546;394,5166
-4,4114;4,4088;394,4826
2,2335;3,7757;401,532
-9,5175;29,09;392,8708
-19,2358;13,57;402,1333
2,9803;10,6187;400,6714
4,6455;3,2558;401,1205
0,8475;4,6295;401,7804
-3,6034;10,8853;401,75
6,2194;3,985;400,8702
16,7386;28,9733;394,1913
-2,1161;34,8161;395,5039
-4,6772;3,182;397,7728
-9,2776;4,9736;399,2436
-18,9419;17,8955;395,168
-7,1171;2,9628;400,7337
-15,173;19,1689;398,0063
-6,2263;21,6923;401,3107
-8,1712;8,3833;393,1235
-2,3053;26,445;399,9847
3,5943;6,5881;401,0467
-14,4128;9,9706;398,5748
-3,7038;30,9912;398,0654
-1,6291;4,2541;393,6265
-5,8272;6,7173;392,5791
-1,8395;2,5587;400,9178
19,953;5,7796;397,2761
0,151;3,1682;400,1831
17,338;23,0386;394,8703
1,8295;12,6661;400,5453
-15,9542;8,838;401,9345
18,8406;11,0523;396,4447
-20,4223;14,5465;395,2492
-2,7645;4,2833;402,4719
-19,5005;14,6468;399,3485
1,3516;3,0907;399,0765
-9,9006;7,1658;397,2666
-14,5573;16,6144;402,8937
1,4623;40,2978;394,5016
-14,5414;12,6796;393,264
11,7061;40,2986;394,0629
-4,5964;33,2712;394,3443
-14,0214;8,8077;403,7896
1,3848;30,5822;398,6745
5,4572;22,4296;398,3475
4,3749;5,2979;401,038
-1,9756;30,3726;399,6016
-0,7319;20,1218;400,1491
-6,9406;3,4449;398,5167
-6,3746;32,8059;392,7038
13,502;9,1678;398,2192
3,229;8,4;400,8853
-7,3442;23,766;401,4878
-7,5228;5,2683;396,7314
-19,1883;15,1426;393,0203
11,2002;23,7672;396,614
2,8923;3,0244;398,7497
7,2078;11,5673;399,6129
0,0389;35,8316;396,9858
-19,3627;18,3419;391,9541
-20,7329;16,161;392,2698
-18,5739;11,4359;400,9919
-5,3487;27,0168;400,7553
0,7748;2,88;401,5793
-16,5688;22,3601;391,5574
-0,5995;5,708;390,016
1,5383;6,5187;389,5977
3,603;6,7846;389,8986
5,4307;7,1392;390,2705
6,8933;7,4905;390,2577
8,0719;7,7593;390,2959
9,493;7,9606;390,6273
11,2845;7,8873;391,2818
12,9612;7,6262;391,8279
14,438;7,4405;392,3712
15,862;7,2623;392,9949
17,2592;6,8442;393,5848
18,4739;6,1323;394,3538
19,7058;5,6081;395,6577
20,9404;5,0495;396,8124
-0,6075;5,7988;390,0356
-0,6331;4,7107;391,5589
-0,1701;4,1707;392,9911
0,6263;3,7836;394,2555
1,6734;3,3893;395,508
2,5497;3,104;396,6241
3,22;2,9302;397,7103
3,8678;3,0179;398,8327
4,6276;3,3856;399,7963
5,8371;3,7902;400,4123
6,831;4,0416;400,4787
9,2797;4,5634;399,828
13,2098;4,2315;398,7987
17,2063;4,607;398,2126
20,9105;5,2982;396,7127
-0,6444;5,6932;390,0511
-2,6364;6,2592;390,3974
-4,8009;7,332;390,5772
-6,548;8,3963;390,9807
-8,082;9,7537;391,0639
-9,3797;11,1129;390,8789
-10,7449;12,1044;390,6529
-12,0407;12,6789;390,5304
-13,5248;13,2827;390,5545
-15,2103;14,0796;390,7652
-16,905;15,0746;390,7872
-18,5033;15,8692;390,6567
-19,8447;16,3618;390,7098
-20,6267;16,7794;390,759
-20,2049;18,1434;390,5599
-18,7986;19,4208;390,2774
-17,6779;21,0247;390,0964
-16,8835;22,4635;389,9019
-16,0872;23,447;389,6852
-14,9814;24,8181;389,6021
-13,3395;26,9372;389,6951
-11,4701;29,4048;389,6682
-9,5234;31,905;389,6831
-7,5052;34,3015;389,8348
-5,5223;36,6898;389,9725
-3,5012;39,2629;390,1635
-1,6588;42,1487;390,3061
0,3301;45,2032;390,4429
2,9171;47,5544;390,8655
6,0245;48,5257;391,5785
8,9482;48,5518;392,1888
11,2588;47,3538;392,6604
12,4551;45,587;393,0416
13,3325;43,6705;393,0225
14,1438;41,535;393,0296
15,0013;39,3697;393,0076
16,0476;37,4304;392,8153
17,1797;35,3827;392,8025
18,2167;33,4187;392,7956
19,0337;31,555;392,8029
19,4857;29,3104;392,9882
19,5802;27,2249;393,2311
19,676;25,4143;393,4888
19,7765;23,645;393,8044
19,8075;21,9552;394,1208
19,8806;20,2292;394,304
19,9939;18,6904;394,4671
20,0621;17,1366;394,842
20,0655;15,4177;395,1283
20,1798;13,5047;395,4028
20,524;11,6482;395,8344
20,8348;10,0849;396,0836
21,0862;8,3014;396,368
21,1799;6,2587;396,7576
21,175;5,1165;396,9048
