"...1";"...2";"...3"
-21,6333;-3,9451;356,0802
-4,6948;-0,0172;352,0817
-8,5653;-0,9477;351,2556
-19,9656;-3,6089;355,5053
-10,61;-2,2342;353,2916
-7,2357;-3,608;356,9774
-7,7612;-1,7739;353,1382
-8,4178;-3,7599;357,2856
-8,2673;-3,1589;355,9318
-15,6439;-3,3348;355,9693
-8,2703;-1,3943;351,7937
-11,6768;-4,3257;357,2771
-5,7253;-1,867;354,4503
-9,1076;-3,1096;355,728
-6,4181;-2,8276;355,6086
-13,8646;-4,1073;356,3068
-9,0229;-1,456;351,885
-5,3424;-2,4735;355,5466
-10,8516;-3,2347;355,2479
-16,3893;-3,0011;355,5604
-15,4058;-4,292;357,2579
-10,0919;-3,2254;355,7054
-16,7611;-3,0958;354,2977
-14,5616;-2,5948;353,2075
-18,2758;-3,7669;357,5142
-7,5353;-1,185;351,7662
-4,9539;-1,4956;354,1463
-8,4708;-1,8198;353,0377
-18,5538;-3,3746;356,3337
-9,3035;-3,6294;357,0488
-5,9197;-1,3163;353,3878
-14,1727;-3,0285;354,8845
-6,4895;-0,8431;352,1054
-13,2714;-4,4527;357,1508
-7,1544;-1,7118;353,3615
-6,5598;-2,1597;354,5408
-16,3046;-3,7708;356,9
-20,1047;-3,9392;356,3643
-5,0041;-0,4446;352,3848
-6,0996;-0,8523;352,4713
-7,315;-2,4107;354,6312
-6,1981;-3,0202;356,6414
-17,4822;-3,3451;356,6718
-12,3154;-3,5166;355,3945
-12,3304;-3,0138;354,5061
-10,7754;-2,7548;354,2762
-8,0568;-2,4942;354,546
-11,9168;-3,984;356,2698
-5,3565;-0,9622;353,0762
-5,4698;-0,4913;352,2031
-12,7311;-2,2168;352,9308
-14,7653;-2,8728;354,3248
-7,3723;-3,0856;355,8666
-6,9116;-0,9072;351,8139
-8,8421;-2,5069;354,394
-9,6102;-2,5329;354,2167
-17,988;-3,2906;355,4739
-13,9778;-3,5986;355,511
-9,3458;-1,9662;353,0849
-10,7077;-1,7646;352,3825
