"...1";"...2";"...3"
0,6349;43,81;406,87
-6,4474;45,8624;407,2588
-1,6967;44,7453;407,7692
0,0831;43,5745;407,2155
-1,4481;43,7748;407,3895
-2,7721;43,1145;407,8253
-3,2405;44,1411;408,0773
-1,953;43,1914;407,4081
-2,4431;43,5918;407,8971
-0,571;42,8594;406,7417
-2,704;43,8775;408,0297
-0,0261;42,4925;406,3513
-4,7573;43,8103;408,3482
-1,9388;43,471;407,6024
-3,7789;43,4701;408,2751
-0,2289;42,6361;406,5247
-1,7734;44,1139;407,7264
-4,5075;43,0029;408,1316
-1,2097;43,2207;407,067
-0,758;43,0604;406,9628
0,5346;42,1717;406,0622
-1,4647;43,2953;407,1448
-0,6872;44,064;407,3723
-1,068;44,3175;407,7042
0,8317;42,058;405,864
-3,6821;44,2032;408,1577
-5,5482;43,5952;407,9415
-2,5751;43,8181;407,9847
-0,181;42,651;406,5309
-1,4707;43,1871;407,1152
-5,0706;44,6333;408,1891
-0,9882;43,2977;407,0766
-4,9054;44,967;408,0226
0,296;42,3183;406,1843
-3,8265;44,3825;408,0783
-4,0892;44,0781;408,3278
0,1431;42,5054;406,3505
0,3648;42,7289;406,4219
-6,2435;45,1513;407,6561
-5,2265;45,0045;407,9494
-3,4148;44,0434;408,1626
-3,5627;42,8465;407,9699
-0,1388;42,5487;406,4241
-0,8424;42,9951;406,9771
-1,1174;43,3729;407,0904
-1,4043;43,4777;407,1845
-2,8156;43,9225;408,0651
-0,509;42,7795;406,6722
-5,5758;44,6194;407,8474
-5,9523;45,3261;407,7318
-1,3157;44,2149;407,5988
-1,063;43,7065;407,2271
-3,0927;43,6281;408,1469
-4,4188;44,7849;408,1101
-2,2697;43,6711;407,8362
-1,8063;43,5351;407,539
-0,5742;43,2724;406,9947
-0,6835;42,9432;406,8644
-1,8731;43,7229;407,6627
-1,4639;44,1896;407,6767
0,8423;42,0617;405,8594
-0,7695;42,8172;406,8485
-1,251;43,7648;407,2676
-11,4423;104,6203;377,1655
-23,2806;59,8167;399,8849
21,9944;92,1294;376,9055
-24,9827;62,7211;399,2151
-25,626;71,4966;396,3279
-23,8936;57,6721;400,6092
-14,1858;48,2571;404,4221
-4,0936;47,1348;405,7598
-11,5691;107,7178;374,7643
-15,2239;70,4356;395,0986
-0,7199;80,525;386,6021
9,4384;97,4751;378,5186
-24,0727;65,0898;398,2443
24,8851;82,3371;378,5412
-10,4326;67,4349;395,8641
0,8531;106,1253;373,2269
-26,2322;88,4706;389,3743
-7,4068;57,0978;400,6552
12,3915;93,7995;380,0991
-18,5505;58,5214;400,4496
16,217;79,1004;382,5225
4,0835;45,7306;404,418
4,755;47,7478;403,375
-11,1616;56,6443;401,638
-26,0852;79,7428;393,0355
10,6179;82,6599;382,6948
-9,1487;87,0502;386,0626
-1,7786;45,55;406,9055
-4,6001;68,2029;394,4133
18,0273;94,7836;376,5747
-6,8155;46,5879;406,9953
-29,6033;62,8912;400,5662
-7,5568;106,3503;374,8562
-6,9248;60,3386;398,9342
-3,6077;105,0989;375,1271
-4,7048;97,7079;380,8077
14,1816;88,9618;380,6274
-15,7327;55,1541;402,3618
-6,0807;46,3443;406,8425
-22,8895;84,3956;390,531
10,4439;78,0787;384,5475
-14,014;56,129;402,2158
-15,6389;66,5266;396,9773
-19,9082;61,8972;399,0934
23,9803;73,2171;382,2019
-12,7227;52,0565;404,1101
-11,6249;60,0471;400,0591
11,9298;47,7588;398,0341
-15,4195;59,3329;400,3929
-4,3912;45,7143;406,7643
8,542;87,3457;382,1456
21,2693;65,695;386,2173
-8,1641;75,4754;391,2183
-3,8298;93,6122;382,8881
-29,2639;66,8417;399,2186
-0,4498;45,4823;407,3786
18,0084;51,0904;393,952
-12,2023;49,3591;404,8724
13,5659;97,3206;375,8532
-9,0667;49,5596;405,616
24,9105;87,7684;377,4182
-7,0585;54,167;402,7063
16,6309;65,7587;387,9364
-3,2012;88,8436;384,1553
20,2226;61,2672;388,3481
-9,7215;53,2113;403,3802
1,0747;102,5408;375,351
-14,9029;108,882;374,3557
-1,61;60,7931;397,623
9,558;61,1625;393,1856
18,8845;90,7162;378,9638
-18,0916;81,3666;390,6449
-10,6419;82,7667;388,2757
-22,8751;91,0503;387,4973
